441.868686869
730,D,0
730,Space,0
1180,K,0
1310,K,0
2090,K,0
2380,D,0
2380,F,0
2650,D,0
2650,F,0
2920,J,0
2920,K,0
3470,J,0
3470,K,0
4250,D,0
4550,D,0
5100,D,0
5640,K,0
6420,D,0
6420,Space,0
6720,D,0
6720,Space,0
6980,D,0
6980,Space,0
7270,D,0
7270,Space,0
8710,D,0
8710,Space,0
9380,D,0
9380,Space,0
9780,K,0
9910,K,0
10910,D,0
10910,F,0
11180,D,0
11180,F,0
11430,J,0
11430,K,0
11830,J,0
11830,K,0
11950,J,0
11950,K,0
12340,J,0
12340,K,0
13200,D,0
13450,D,0
13850,K,0
13970,K,0
14970,D,0
14970,F,0
15460,J,0
15460,K,0
15850,J,0
15850,K,0
15980,J,0
15980,K,0
16740,D,0
17500,D,0
17750,K,0
18010,K,0
18300,K,0
18540,K,0
18800,K,0
19050,D,0
19050,F,0
19570,D,0
19570,F,0
19830,D,0
19830,F,0
20090,D,0
20610,D,0
20870,D,0
21120,D,0
21400,D,0
21640,D,0
21900,K,0
22170,K,0
22440,K,0
22690,K,0
22950,K,0
23210,D,0
23210,F,0
23730,D,0
23730,F,0
23990,D,0
23990,F,0
24250,D,0
24500,D,0
24760,D,0
25020,D,0
25280,D,0
25800,K,0
26060,K,0
26320,K,0
26610,K,0
26850,K,0
27090,K,0
27360,K,0
27880,D,0
28140,D,0
28390,D,0
28670,D,0
28900,D,0
29170,D,0
29430,D,0
29700,K,0
29950,K,0
30210,K,0
30470,K,0
30760,K,0
30990,K,0
31250,K,0
31510,K,0
32030,J,0
32030,K,0
32290,J,0
32290,K,0
32549,J,0
32549,K,0
32840,J,0
32840,K,0
33070,J,0
33070,K,0
33330,D,0
33580,D,0
34110,K,0
34370,K,0
34630,K,0
34920,K,0
35150,K,0
35400,K,0
35660,D,0
35660,F,0
35960,D,0
35960,F,0
36190,D,0
36190,F,0
36450,J,0
36450,K,0
36710,J,0
36710,K,0
37010,J,0
37010,K,0
37480,D,0
37750,D,0
38030,D,0
38260,K,0
38520,K,0
38780,K,0
39040,K,0
39310,K,0
39560,K,0
39820,K,0
40090,D,0
40340,D,0
40870,D,0
41070,D,0
41380,D,0
41640,D,0
41900,D,0
42430,K,0
42690,K,0
42940,K,0
43450,K,0
43710,K,0
43970,K,0
44250,K,0
44490,K,0
44760,K,0
45010,K,0
45530,K,0
45780,K,0
46050,K,0
47080,K,0
47590,K,0
47850,K,0
48100,K,0
48620,K,0
48890,K,0
49140,K,0
49430,K,0
49910,K,0
50170,K,0
50670,K,0
50940,K,0
51200,K,0
51460,K,0
51700,K,0
51960,K,0
52220,K,0
52730,K,0
52990,K,0
53250,K,0
54020,K,0
54270,K,0
54520,K,0
55030,K,0
55280,K,0
55520,K,0
55790,K,0
56050,K,0
56300,K,0
56550,K,0
56820,K,0
58840,K,0
60350,D,0
60350,F,0
60610,D,0
60610,F,0
62410,D,0
63460,K,0
64220,K,0
64720,D,0
64720,F,0
64980,J,0
64980,K,0
66250,D,0
66520,D,0
66770,D,0
67260,K,0
67430,K,0
67550,K,0
68290,K,0
68550,D,0
68550,F,0
68780,D,0
68780,F,0
69600,J,0
69600,K,0
70860,D,0
71640,K,0
72890,D,0
72890,F,0
74660,D,0
74920,K,0
75580,K,0
75700,K,0
76960,D,0
76960,F,0
77730,J,0
77730,K,0
78740,D,0
79000,D,0
79760,K,0
80510,D,0
80510,F,0
81020,D,0
81020,F,0
81260,J,0
81260,K,0
81800,J,0
81800,K,0
83080,D,0
83580,K,0
83830,K,0
84630,J,0
84630,Space,0
85410,D,0
85410,K,0
85930,D,0
85930,K,0
87730,K,0
87960,K,0
88740,J,0
88740,Space,0
89000,J,0
89000,Space,0
89500,D,0
89500,K,0
89790,D,0
89790,K,0
90020,D,0
90020,K,0
90520,D,0
90520,K,0
90780,D,0
90780,F,0
91780,K,0
92050,K,0
92350,K,0
92570,K,0
92820,K,0
93080,D,0
93080,F,0
93600,D,0
93600,F,0
93860,D,0
94120,D,0
94640,D,0
94900,D,0
95160,D,0
95430,D,0
95660,K,0
95920,K,0
96190,K,0
96480,K,0
96720,K,0
96980,K,0
97250,D,0
97250,F,0
97760,D,0
97760,F,0
98030,F,0
98030,J,0
98290,F,0
98290,J,0
98800,F,0
98800,J,0
99060,D,0
99320,D,0
99580,D,0
99840,K,0
100090,K,0
100350,K,0
100630,K,0
100870,K,0
101390,D,0
101390,F,0
101660,D,0
101660,F,0
101900,D,0
101900,F,0
102160,J,0
102160,K,0
102420,J,0
102420,K,0
102700,J,0
102700,K,0
102940,D,0
102940,Space,0
103190,D,0
103190,Space,0
103460,D,0
103460,Space,0
103730,D,0
103730,Space,0
103970,D,0
103970,Space,0
104350,K,0
104490,K,0
104770,K,0
105010,K,0
105270,K,0
105540,D,0
105540,F,0
106050,D,0
106050,F,0
106320,J,0
106320,K,0
106560,J,0
106560,K,0
106830,J,0
106830,K,0
107090,J,0
107090,K,0
107340,J,0
107340,K,0
107610,J,0
107610,K,0
107880,D,0
107880,K,0
108380,D,0
108380,K,0
108650,K,0
108930,K,0
109180,K,0
109440,K,0
109710,D,0
109710,F,0
110230,D,0
110230,F,0
110490,F,0
110490,J,0
110750,F,0
110750,J,0
111000,F,0
111000,J,0
111280,F,0
111280,J,0
111530,F,0
111530,J,0
111780,F,0
111780,J,0
112070,F,0
112070,J,0
112320,K,0
112570,K,0
112830,K,0
113070,K,0
113110,K,0
113350,K,0
113600,K,0
113860,K,0
114370,F,0
114370,J,0
114630,F,0
114630,J,0
114890,F,0
114890,J,0
115130,F,0
115130,J,0
115410,K,0
115410,Space,0
115670,K,0
115670,Space,0
115930,K,0
115930,Space,0
116460,D,0
116460,K,0
116710,D,0
116710,K,0
116970,D,0
116970,K,0
117500,K,0
117760,K,0
118020,K,0
118530,K,0
119050,K,0
119330,K,0
