441.868686869
730,D,0
730,F,0
1180,Space,0
1310,Space,0
2090,Space,0
2380,K,0
2650,K,0
2920,F,0
3470,F,0
4250,J,0
4550,J,0
5100,J,0
5640,Space,0
6420,D,0
6420,F,0
6720,D,0
6720,F,0
6980,D,0
6980,F,0
7270,D,0
7270,F,0
8710,D,0
8710,F,0
9380,D,0
9380,F,0
9780,Space,0
9910,Space,0
10910,K,0
11180,K,0
11430,F,0
11830,F,0
11950,F,0
12340,F,0
13200,J,0
13450,J,0
13850,Space,0
13970,Space,0
14970,K,0
15460,F,0
15850,F,0
15980,F,0
16740,J,0
17500,J,0
17750,Space,0
18010,Space,0
18300,Space,0
18540,Space,0
18800,Space,0
19050,K,0
19570,K,0
19830,K,0
20090,J,0
20610,J,0
20870,J,0
21120,J,0
21400,J,0
21640,J,0
21900,Space,0
22170,Space,0
22440,Space,0
22690,Space,0
22950,Space,0
23210,K,0
23730,K,0
23990,K,0
24250,J,0
24500,J,0
24760,J,0
25020,J,0
25280,J,0
25800,Space,0
26060,Space,0
26320,Space,0
26610,Space,0
26850,Space,0
27090,Space,0
27360,Space,0
27880,J,0
28140,J,0
28390,J,0
28670,J,0
28900,J,0
29170,J,0
29430,J,0
29700,Space,0
29950,Space,0
30210,Space,0
30470,Space,0
30760,Space,0
30990,Space,0
31250,Space,0
31510,Space,0
32030,F,0
32290,F,0
32549,F,0
32840,F,0
33070,F,0
33330,J,0
33580,J,0
34110,Space,0
34370,Space,0
34630,Space,0
34920,Space,0
35150,Space,0
35400,Space,0
35660,K,0
35960,K,0
36190,K,0
36450,F,0
36710,F,0
37010,F,0
37480,J,0
37750,J,0
38030,J,0
38260,Space,0
38520,Space,0
38780,Space,0
39040,Space,0
39310,Space,0
39560,Space,0
39820,Space,0
40090,J,0
40340,J,0
40870,J,0
41070,J,0
41380,J,0
41640,J,0
41900,J,0
42430,Space,0
42690,Space,0
42940,Space,0
43450,Space,0
43710,Space,0
43970,Space,0
44250,Space,0
44490,Space,0
44760,Space,0
45010,Space,0
45530,Space,0
45780,Space,0
46050,Space,0
47080,Space,0
47590,Space,0
47850,Space,0
48100,Space,0
48620,Space,0
48890,Space,0
