339.136363636
150,D,0
410,D,0
730,D,0
1000,D,0
1290,D,0
1570,D,0
1860,D,0
2140,D,0
2410,D,0
2710,J,0
2710,K,0
3020,J,0
3020,K,0
3290,J,0
3290,K,0
3580,J,0
3580,K,0
3850,J,0
3850,K,0
4170,J,0
4170,K,0
4460,J,0
4460,K,0
5040,D,0
5320,D,0
5610,D,0
5890,D,0
6170,D,0
6480,D,0
6760,D,0
6950,D,0
7060,D,0
7350,J,0
7350,K,0
7640,J,0
7640,K,0
7920,J,0
7920,K,0
8220,J,0
8220,K,0
8490,J,0
8490,K,0
8790,J,0
8790,K,0
9080,J,0
9080,K,0
9360,J,0
9360,K,0
9660,D,0
9950,D,0
10240,D,0
10810,D,0
11680,D,0
11960,J,0
11960,K,0
12980,J,0
12980,K,0
13120,J,0
13120,K,0
13410,J,0
13410,K,0
13700,J,0
13700,K,0
13970,J,0
13970,K,0
14280,D,0
14570,D,0
15420,D,0
15580,D,0
15980,D,0
16540,J,0
16540,K,0
16580,J,0
16580,K,0
17120,J,0
17120,K,0
17410,J,0
17410,K,0
17720,J,0
17720,K,0
18010,J,0
18010,K,0
18570,J,0
18570,K,0
18610,K,0
18900,K,0
19170,K,0
19470,K,0
19760,K,0
20030,K,0
20330,K,0
20390,K,0
20780,D,0
20780,F,0
20890,D,0
20890,F,0
21170,F,0
21170,J,0
21620,F,0
21620,J,0
21770,F,0
21770,J,0
22480,D,0
22480,F,0
23220,D,0
23220,F,0
23520,K,0
23800,K,0
24090,K,0
24370,K,0
24650,K,0
25810,D,0
25810,F,0
26110,D,0
26110,F,0
26400,D,0
26400,F,0
26670,D,0
26670,F,0
26950,D,0
26950,F,0
27250,D,0
27250,F,0
27520,D,0
27520,F,0
27810,D,0
27810,F,0
28090,D,0
28420,D,0
28690,D,0
29420,D,0
29860,D,0
30130,D,0
30430,J,0
30430,K,0
30700,J,0
30700,K,0
30990,J,0
30990,K,0
31170,J,0
31170,K,0
31300,J,0
31300,K,0
31450,J,0
31450,K,0
31770,J,0
31770,K,0
32170,J,0
32170,K,0
32439,J,0
32439,K,0
32890,D,0
34740,D,0
35340,J,0
35340,K,0
35900,J,0
35900,K,0
36380,J,0
36380,K,0
36480,J,0
36480,K,0
36960,J,0
36960,K,0
37070,J,0
37070,K,0
37350,K,0
37660,K,0
37930,K,0
38220,K,0
38490,K,0
38800,K,0
38990,K,0
39290,K,0
40140,F,0
40140,J,0
40830,J,0
40830,K,0
41130,J,0
41130,K,0
41660,J,0
41660,K,0
41960,K,0
42260,K,0
42830,K,0
43120,K,0
43160,K,0
43420,K,0
43700,K,0
44280,D,0
44280,F,0
44580,D,0
44580,F,0
44870,D,0
44870,F,0
45160,D,0
45160,F,0
45430,D,0
45430,F,0
46300,D,0
46300,F,0
46580,D,0
46870,D,0
47180,D,0
47470,D,0
48550,D,0
48610,K,0
48890,K,0
49170,K,0
49460,K,0
49750,K,0
50100,K,0
50330,K,0
50610,K,0
50910,D,0
51190,D,0
51490,D,0
51760,D,0
52330,D,0
52630,D,0
53090,D,0
53230,K,0
53500,K,0
53800,K,0
54060,K,0
54350,K,0
54650,K,0
54950,K,0
55210,K,0
55490,K,0
55530,D,0
55800,D,0
56110,D,0
56400,D,0
56710,D,0
56950,D,0
57240,D,0
57280,D,0
57520,D,0
57730,D,0
58140,K,0
58410,K,0
58690,K,0
58990,K,0
59270,K,0
59570,K,0
59840,K,0
60130,D,0
60430,D,0
60730,D,0
61000,D,0
61560,D,0
61850,D,0
62340,D,0
62450,D,0
62730,K,0
63020,K,0
63290,K,0
63590,K,0
63630,K,0
63850,K,0
64170,K,0
64440,K,0
64739,K,0
64780,K,0
65030,D,0
65340,D,0
65600,D,0
66380,D,0
66500,D,0
66770,D,0
67070,D,0
67350,D,0
